wiom_table,wiom_txn_id,wiom_date,wiom_amount,wiom_status,wiom_payment_flag,wiom_gateway,juspay_order_id,juspay_status,juspay_amount,juspay_gateway,juspay_date,mismatch_type,mismatch_reason,amount_diff
wiom_booking_transactions,custGen_7982818449_190098327_1,"Jan 9, 2026",25,,ONLINE,,custGen_7982818449_190098327_1,SUCCESS,25.0,PAYU,2026-01-09T10:35:27,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8920364752_190218537_1,"Jan 10, 2026",25,,ONLINE,,custGen_8920364752_190218537_1,SUCCESS,25.0,PAYU,2026-01-10T19:58:57,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8810336463_190102138_1,"Jan 9, 2026",25,,ONLINE,,custGen_8810336463_190102138_1,SUCCESS,25.0,RAZORPAY,2026-01-09T11:38:58,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8210144728_190210232_0,"Jan 10, 2026",25,,ONLINE,,custGen_8210144728_190210232_0,SUCCESS,25.0,PHONEPE,2026-01-10T17:40:32,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7027681132_190203335_0,"Jan 10, 2026",25,,ONLINE,,custGen_7027681132_190203335_0,SUCCESS,25.0,RAZORPAY,2026-01-10T15:45:36,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9958155473_190202842_0,"Jan 10, 2026",25,,ONLINE,,custGen_9958155473_190202842_0,SUCCESS,25.0,PAYU,2026-01-10T15:37:22,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9811756410_190192200_1,"Jan 10, 2026",25,,ONLINE,,custGen_9811756410_190192200_1,SUCCESS,25.0,RAZORPAY,2026-01-10T12:40:00,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7037798841_190185122_0,"Jan 10, 2026",25,,ONLINE,,custGen_7037798841_190185122_0,SUCCESS,25.0,RAZORPAY,2026-01-10T10:42:02,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8291542429_190209836_0,"Jan 10, 2026",25,,ONLINE,,custGen_8291542429_190209836_0,SUCCESS,25.0,PAYU,2026-01-10T17:33:56,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9311869968_190123672_0,"Jan 9, 2026",25,,ONLINE,,custGen_9311869968_190123672_0,SUCCESS,25.0,RAZORPAY,2026-01-09T17:37:52,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9958437200_190142158_0,"Jan 9, 2026",25,,ONLINE,,custGen_9958437200_190142158_0,SUCCESS,25.0,PAYU,2026-01-09T22:45:58,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7838351439_190213780_0,"Jan 10, 2026",25,,ONLINE,,custGen_7838351439_190213780_0,SUCCESS,25.0,RAZORPAY,2026-01-10T18:39:40,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8826876791_190213590_0,"Jan 10, 2026",25,,ONLINE,,custGen_8826876791_190213590_0,SUCCESS,25.0,PHONEPE,2026-01-10T18:36:30,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9411924019_190127283_0,"Jan 9, 2026",25,,ONLINE,,custGen_9411924019_190127283_0,SUCCESS,25.0,PAYU,2026-01-09T18:38:03,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7060944775_190228054_1,"Jan 10, 2026",25,,ONLINE,,custGen_7060944775_190228054_1,SUCCESS,25.0,PAYU,2026-01-10T22:37:35,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8800670180_190138020_0,"Jan 9, 2026",25,,ONLINE,,custGen_8800670180_190138020_0,SUCCESS,25.0,RAZORPAY,2026-01-09T21:37:00,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9205065814_190284533_0,"Jan 11, 2026",25,,ONLINE,,custGen_9205065814_190284533_0,SUCCESS,25.0,PHONEPE,2026-01-11T14:18:53,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9873776387_190284598_1,"Jan 11, 2026",25,,ONLINE,,custGen_9873776387_190284598_1,SUCCESS,25.0,RAZORPAY,2026-01-11T14:19:58,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7827412724_190273457_1,"Jan 11, 2026",25,,ONLINE,,custGen_7827412724_190273457_1,SUCCESS,25.0,PHONEPE,2026-01-11T11:14:17,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9708858432_190408174_0,"Jan 12, 2026",25,,ONLINE,,custGen_9708858432_190408174_0,SUCCESS,25.0,PHONEPE,2026-01-13T00:39:35,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8920626539_190377343_1,"Jan 12, 2026",25,,ONLINE,,custGen_8920626539_190377343_1,SUCCESS,25.0,RAZORPAY,2026-01-12T16:05:43,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9891969049_190379470_1,"Jan 12, 2026",25,,ONLINE,,custGen_9891969049_190379470_1,SUCCESS,25.0,RAZORPAY,2026-01-12T16:41:10,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7703865087_190286158_1,"Jan 11, 2026",25,,ONLINE,,custGen_7703865087_190286158_1,SUCCESS,25.0,PAYU,2026-01-11T14:45:58,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8851664980_190285568_1,"Jan 11, 2026",25,,ONLINE,,custGen_8851664980_190285568_1,SUCCESS,25.0,PHONEPE,2026-01-11T14:36:08,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8375871985_190300086_0,"Jan 11, 2026",25,,ONLINE,,custGen_8375871985_190300086_0,SUCCESS,25.0,RAZORPAY,2026-01-11T18:38:06,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8527001987_190608918_0,"Jan 15, 2026",25,,ONLINE,,custGen_8527001987_190608918_0,SUCCESS,25.0,PAYU,2026-01-15T08:25:18,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_6387935909_190471897_0,"Jan 13, 2026",25,,ONLINE,,custGen_6387935909_190471897_0,SUCCESS,25.0,PAYU,2026-01-13T18:21:37,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8882120280_190588033_1,"Jan 14, 2026",25,,ONLINE,,custGen_8882120280_190588033_1,SUCCESS,25.0,RAZORPAY,2026-01-15T02:37:13,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9625225087_190626851_1,"Jan 15, 2026",25,,ONLINE,,custGen_9625225087_190626851_1,SUCCESS,25.0,RAZORPAY,2026-01-15T13:24:11,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9873021243_190456749_0,"Jan 13, 2026",25,,ONLINE,,custGen_9873021243_190456749_0,SUCCESS,25.0,RAZORPAY,2026-01-13T14:09:09,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7982685795_190625571_1,"Jan 15, 2026",25,,ONLINE,,custGen_7982685795_190625571_1,SUCCESS,25.0,PAYU,2026-01-15T13:02:51,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8252330510_190527920_0,"Jan 14, 2026",25,,ONLINE,,custGen_8252330510_190527920_0,SUCCESS,25.0,PAYU,2026-01-14T09:55:20,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8130537801_190455151_1,"Jan 13, 2026",25,,ONLINE,,custGen_8130537801_190455151_1,SUCCESS,25.0,PAYU,2026-01-13T13:42:31,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9664509387_190541993_0,"Jan 14, 2026",25,,ONLINE,,custGen_9664509387_190541993_0,SUCCESS,25.0,RAZORPAY,2026-01-14T13:49:53,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9654561794_190472705_0,"Jan 13, 2026",25,,ONLINE,,custGen_9654561794_190472705_0,SUCCESS,25.0,PHONEPE,2026-01-13T18:35:05,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8595642297_190647122_0,"Jan 15, 2026",25,,ONLINE,,custGen_8595642297_190647122_0,SUCCESS,25.0,PHONEPE,2026-01-15T19:02:02,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9971947734_190654327_1,"Jan 15, 2026",25,,ONLINE,,custGen_9971947734_190654327_1,SUCCESS,25.0,PHONEPE,2026-01-15T21:02:07,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9315517848_191793816_1,"Jan 28, 2026",100,,ONLINE,,custGen_9315517848_191793816_1,SUCCESS,100.0,PAYU,2026-01-29T01:33:36,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8766345232_191923545_1,"Jan 30, 2026",100,,ONLINE,,custGen_8766345232_191923545_1,SUCCESS,100.0,PAYU,2026-01-30T13:35:45,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7011597117_191778876_0,"Jan 28, 2026",100,,ONLINE,,custGen_7011597117_191778876_0,SUCCESS,100.0,PHONEPE,2026-01-28T21:24:36,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7982984881_191834955_1,"Jan 29, 2026",25,,ONLINE,,custGen_7982984881_191834955_1,SUCCESS,25.0,PAYU,2026-01-29T12:59:16,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7632843935_191838120_1,"Jan 29, 2026",100,,ONLINE,,custGen_7632843935_191838120_1,SUCCESS,100.0,RAZORPAY,2026-01-29T13:52:00,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8700853741_191755466_0,"Jan 28, 2026",100,,ONLINE,,custGen_8700853741_191755466_0,SUCCESS,100.0,PAYU,2026-01-28T14:54:26,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9918211496_191834518_0,"Jan 29, 2026",100,,ONLINE,,custGen_9918211496_191834518_0,SUCCESS,100.0,PAYU,2026-01-29T12:51:58,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9718565109_191762323_1,"Jan 28, 2026",100,,ONLINE,,custGen_9718565109_191762323_1,SUCCESS,100.0,PHONEPE,2026-01-28T16:48:43,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7838241297_191758051_1,"Jan 28, 2026",25,,ONLINE,,custGen_7838241297_191758051_1,SUCCESS,25.0,PAYU,2026-01-28T15:37:31,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8586013071_191873508_0,"Jan 29, 2026",100,,ONLINE,,custGen_8586013071_191873508_0,SUCCESS,100.0,PHONEPE,2026-01-29T23:41:48,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8920982333_191758041_1,"Jan 28, 2026",100,,ONLINE,,custGen_8920982333_191758041_1,SUCCESS,100.0,RAZORPAY,2026-01-28T15:37:21,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9654396847_191817386_0,"Jan 29, 2026",100,,ONLINE,,custGen_9654396847_191817386_0,SUCCESS,100.0,PAYU,2026-01-29T08:06:26,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7973391732_191773584_0,"Jan 28, 2026",100,,ONLINE,,custGen_7973391732_191773584_0,SUCCESS,100.0,PAYU,2026-01-28T19:56:24,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9599208894_191858477_0,"Jan 29, 2026",100,,ONLINE,,custGen_9599208894_191858477_0,SUCCESS,100.0,RAZORPAY,2026-01-29T19:31:17,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9717329076_191779323_0,"Jan 28, 2026",100,,ONLINE,,custGen_9717329076_191779323_0,SUCCESS,100.0,RAZORPAY,2026-01-28T21:32:03,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8095504976_191919060_0,"Jan 30, 2026",100,,ONLINE,,custGen_8095504976_191919060_0,SUCCESS,100.0,PAYU,2026-01-30T12:21:00,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7011393120_192016035_0,"Jan 31, 2026",100,,ONLINE,,custGen_7011393120_192016035_0,SUCCESS,100.0,PHONEPE,2026-01-31T15:17:15,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9005738075_192000894_1,"Jan 31, 2026",100,,ONLINE,,custGen_9005738075_192000894_1,SUCCESS,100.0,PAYU,2026-01-31T11:04:54,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9217142895_191910586_0,"Jan 30, 2026",100,,ONLINE,,custGen_9217142895_191910586_0,SUCCESS,100.0,PHONEPE,2026-01-30T09:59:46,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9868947575_191958035_0,"Jan 30, 2026",100,,ONLINE,,custGen_9868947575_191958035_0,SUCCESS,100.0,PAYU,2026-01-30T23:10:36,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8745091263_191921085_0,"Jan 30, 2026",100,,ONLINE,,custGen_8745091263_191921085_0,SUCCESS,100.0,RAZORPAY,2026-01-30T12:54:46,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8384040887_192001063_1,"Jan 31, 2026",100,,ONLINE,,custGen_8384040887_192001063_1,SUCCESS,100.0,PHONEPE,2026-01-31T11:07:43,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8595472299_191920881_0,"Jan 30, 2026",100,,ONLINE,,custGen_8595472299_191920881_0,SUCCESS,100.0,PAYU,2026-01-30T12:51:21,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8178869635_191951060_1,"Jan 30, 2026",100,,ONLINE,,custGen_8178869635_191951060_1,SUCCESS,100.0,PAYU,2026-01-30T21:14:20,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9315626436_191935328_0,"Jan 30, 2026",100,,ONLINE,,custGen_9315626436_191935328_0,SUCCESS,100.0,PHONEPE,2026-01-30T16:52:08,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9266985510_191920639_0,"Jan 30, 2026",100,,ONLINE,,custGen_9266985510_191920639_0,SUCCESS,100.0,PHONEPE,2026-01-30T12:47:19,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9654819616_191935418_1,"Jan 30, 2026",100,,ONLINE,,custGen_9654819616_191935418_1,SUCCESS,100.0,PAYU,2026-01-30T16:53:38,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7292065818_191931398_1,"Jan 30, 2026",100,,ONLINE,,custGen_7292065818_191931398_1,SUCCESS,100.0,PAYU,2026-01-30T15:46:38,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7668350571_191924285_1,"Jan 30, 2026",100,,ONLINE,,custGen_7668350571_191924285_1,SUCCESS,100.0,PAYU,2026-01-30T13:48:05,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9599515914_191957535_1,"Jan 30, 2026",100,,ONLINE,,custGen_9599515914_191957535_1,SUCCESS,100.0,PAYU,2026-01-30T23:02:15,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9971752801_192010825_1,"Jan 31, 2026",100,,ONLINE,,custGen_9971752801_192010825_1,SUCCESS,100.0,PAYU,2026-01-31T13:50:25,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9289351563_192034980_0,"Jan 31, 2026",100,,ONLINE,,custGen_9289351563_192034980_0,SUCCESS,100.0,RAZORPAY,2026-01-31T20:33:00,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9811262898_192017258_0,"Jan 31, 2026",100,,ONLINE,,custGen_9811262898_192017258_0,SUCCESS,100.0,RAZORPAY,2026-01-31T15:37:38,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9625082856_192013510_1,"Jan 31, 2026",100,,ONLINE,,custGen_9625082856_192013510_1,SUCCESS,100.0,PAYU,2026-01-31T14:35:10,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8882104235_191927646_1,"Jan 30, 2026",100,,ONLINE,,custGen_8882104235_191927646_1,SUCCESS,100.0,PAYU,2026-01-30T14:44:06,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8076836228_192024857_0,"Jan 31, 2026",100,,ONLINE,,custGen_8076836228_192024857_0,SUCCESS,100.0,PHONEPE,2026-01-31T17:44:17,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9899486379_191946051_1,"Jan 30, 2026",25,,ONLINE,,custGen_9899486379_191946051_1,SUCCESS,25.0,PHONEPE,2026-01-30T19:50:51,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8471022362_192009911_0,"Jan 31, 2026",100,,ONLINE,,custGen_8471022362_192009911_0,SUCCESS,100.0,PHONEPE,2026-01-31T13:35:11,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_7765070209_192036422_1,"Jan 31, 2026",100,,ONLINE,,custGen_7765070209_192036422_1,SUCCESS,100.0,PHONEPE,2026-01-31T20:57:02,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_9911152866_192039437_0,"Jan 31, 2026",100,,ONLINE,,custGen_9911152866_192039437_0,SUCCESS,100.0,PHONEPE,2026-01-31T21:47:17,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_booking_transactions,custGen_8447872454_191751288_0,"Jan 28, 2026",100,,ONLINE,,custGen_8447872454_191751288_0,SUCCESS,100.0,PAYU,2026-01-28T13:44:48,STATUS_MISMATCH,Wiom NULL status but Juspay SUCCESS — callback failure,0.0
wiom_net_income,w_7498768722_188114927_1,"Jan 7, 2026",9,,online,,,,,,,WIOM_ONLY,Net income txn not found in Juspay,
wiom_primary_revenue,BOOKING_PAYMENT639054398108419091,"Jan 31, 2026",0,,online,,,,,,,WIOM_ONLY,BOOKING_PAYMENT — booking fee reversal (amt=0),
wiom_primary_revenue,custGen_9818980310_192045543_1_2,"Jan 31, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_9250620494_192035173_1_2,"Jan 31, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,BOOKING_PAYMENT639054365293879352,"Jan 31, 2026",0,,online,,,,,,,WIOM_ONLY,BOOKING_PAYMENT — booking fee reversal (amt=0),
wiom_primary_revenue,custGen_7838302380_191993654_0_2,"Jan 31, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,BOOKING_PAYMENT639054425923245939,"Jan 31, 2026",0,,online,,,,,,,WIOM_ONLY,BOOKING_PAYMENT — booking fee reversal (amt=0),
wiom_primary_revenue,custGen_7838178357_192004736_1_2,"Jan 31, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,BOOKING_PAYMENT639054599100777599,"Jan 31, 2026",0,,online,,,,,,,WIOM_ONLY,BOOKING_PAYMENT — booking fee reversal (amt=0),
wiom_primary_revenue,BOOKING_PAYMENT639054506720207966,"Jan 31, 2026",0,,online,,,,,,,WIOM_ONLY,BOOKING_PAYMENT — booking fee reversal (amt=0),
wiom_primary_revenue,custGen_9210800567_191974210_0_1,"Jan 31, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,BOOKING_PAYMENT639053766466537038,"Jan 30, 2026",0,,online,,,,,,,WIOM_ONLY,BOOKING_PAYMENT — booking fee reversal (amt=0),
wiom_primary_revenue,custGen_9711507059_191943515_0_3,"Jan 30, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_7503033224_191928346_0_2,"Jan 30, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,BOOKING_PAYMENT639053733093105047,"Jan 30, 2026",0,,online,,,,,,,WIOM_ONLY,BOOKING_PAYMENT — booking fee reversal (amt=0),
wiom_primary_revenue,custGen_9810738695_191935329_0_2,"Jan 30, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_9650889966_191913312_0_4,"Jan 30, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_8595824627_191939440_0_2,"Jan 30, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_9953457746_191841305_1_1,"Jan 29, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_8777831675_191815495_1_3,"Jan 29, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_9310445801_191831968_1_2,"Jan 29, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_9910659095_191861907_0_1,"Jan 29, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_9711347632_191832805_1_2,"Jan 29, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_7065538535_191823858_1_1,"Jan 29, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_8595633866_191822394_0_1,"Jan 29, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_9953495370_191777853_0_5,"Jan 28, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,BOOKING_PAYMENT639051877759004353,"Jan 28, 2026",0,,online,,,,,,,WIOM_ONLY,BOOKING_PAYMENT — booking fee reversal (amt=0),
wiom_primary_revenue,custGen_9911387365_191729588_1_1,"Jan 28, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_9857405786_191763675_1_1,"Jan 28, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_8178927628_191779135_0_1,"Jan 28, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,BOOKING_PAYMENT639051870444575080,"Jan 28, 2026",0,,online,,,,,,,WIOM_ONLY,BOOKING_PAYMENT — booking fee reversal (amt=0),
wiom_primary_revenue,custGen_9210563011_191732610_1_2,"Jan 28, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,BOOKING_PAYMENT639052105416168350,"Jan 28, 2026",0,,online,,,,,,,WIOM_ONLY,BOOKING_PAYMENT — booking fee reversal (amt=0),
wiom_primary_revenue,BOOKING_PAYMENT639051981747761174,"Jan 28, 2026",0,,online,,,,,,,WIOM_ONLY,BOOKING_PAYMENT — booking fee reversal (amt=0),
wiom_primary_revenue,custGen_8920426691_191743133_1_4,"Jan 28, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_8920426691_191743133_1_9,"Jan 28, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,BOOKING_PAYMENT639050974736053859,"Jan 27, 2026",0,,online,,,,,,,WIOM_ONLY,BOOKING_PAYMENT — booking fee reversal (amt=0),
wiom_primary_revenue,custGen_8104966642_191647612_1_2,"Jan 27, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_6396267818_191655194_0_1,"Jan 27, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
wiom_primary_revenue,custGen_9619478524_191594086_0_2,"Jan 26, 2026",0,,online,,,,,,,WIOM_ONLY,custGen with TOTALPAID=0 — failed/cancelled,
